imdb_id,rating,score_count
7145,3,6
7145,3.5,2
7145,4,3
7145,4.5,1
7145,5,1
7194,0.5,2
7194,1.5,1
7194,3,3
7194,3.5,2
7264,0.5,3
7264,1,2
7264,2,1
7264,2.5,1
7264,3,2
7264,3.5,8
7264,4,4
7264,5,4
7361,1,2
7361,2,1
7361,2.5,3
7361,3,9
7361,3.5,8
7361,4,7
7361,4.5,4
7361,5,1
7558,2.5,1
7558,3,1
7558,3.5,2
7613,0.5,2
7613,3,8
7613,3.5,7
7613,4,12
7613,4.5,3
7613,5,2
7832,0.5,3
7832,1.5,1
7832,2.5,1
7832,3,6
7832,3.5,5
7832,4,3
7832,5,3
7880,0.5,3
7880,1,1
7880,2,1
7880,2.5,5
7880,3,8
7880,3.5,10
7880,4,4
7880,4.5,2
7880,5,1
8133,0.5,9
8133,1,2
8133,2,3
8133,2.5,4
8133,3,26
8133,3.5,28
8133,4,41
8133,4.5,25
8133,5,22
8395,0.5,1
8395,3,2
8395,3.5,1
8395,4,1
8523,0.5,1
8523,2,4
8523,2.5,2
8523,3,2
8523,4.5,1
8634,4,1
8663,0.5,1
8663,1,1
8663,3,2
8663,3.5,4
8663,4,5
8663,4.5,1
8874,0.5,1
8874,1.5,1
8874,2.5,2
8874,3,4
8874,3.5,5
8874,4,4
8874,4.5,1
8874,5,1
8879,0.5,1
8879,1,1
8879,2,2
8879,3,4
8879,3.5,5
8879,4,4
8879,4.5,3
8879,5,2
8891,0.5,1
8891,3,1
8891,3.5,1
8950,2,1
8950,3.5,1
9018,0.5,2
9018,1,9
9018,2,10
9018,2.5,5
9018,3,31
9018,3.5,23
9018,4,61
9018,4.5,16
9018,5,26
9062,2.5,1
9062,3,1
9062,4,1
9062,4.5,1
9611,0.5,3
9611,1.5,1
9611,2.5,2
9611,3,7
9611,3.5,8
9611,4,8
9611,4.5,1
9611,5,1
9652,2.5,1
9652,3,1
9652,3.5,2
9652,4,1
9878,2,1
9878,2.5,2
9878,3,2
9878,4,3
9878,5,1
9932,2,2
9932,2.5,1
9932,3,2
9932,3.5,3
9937,0.5,1
9937,2.5,3
9937,3,7
9937,3.5,1
9937,4,2
9968,0.5,5
9968,1,1
9968,1.5,5
9968,2,9
9968,2.5,11
9968,3,27
9968,3.5,37
9968,4,37
9968,4.5,25
9968,5,18
9976,3,2
9976,3.5,1
10040,0.5,1
10040,1,8
10040,1.5,1
10040,2,9
10040,2.5,3
10040,3,40
10040,3.5,9
10040,4,57
10040,4.5,2
10040,5,15
10071,1,1
10071,3,1
10071,3.5,2
10155,2.5,2
10155,3,7
10155,3.5,3
10155,4,1
10155,5,2
10208,2,1
10208,2.5,1
10208,3,1
10208,5,1
10281,2.5,1
10281,3,1
10281,3.5,4
10281,4,1
10281,4.5,1
10307,3,1
10307,3.5,5
10307,4,5
10307,4.5,1
10323,0.5,19
10323,1,19
10323,1.5,12
10323,2,35
10323,2.5,66
10323,3,172
10323,3.5,284
10323,4,490
10323,4.5,318
10323,5,317
10418,1,3
10418,2,6
10418,2.5,1
10418,3,7
10418,3.5,5
10418,4,5
10418,4.5,3
10726,0.5,1
10726,1,10
10726,2,4
10726,2.5,1
10726,3,8
10726,3.5,2
10726,4,9
10726,4.5,2
10726,5,3
10747,0.5,2
10747,2,3
10747,2.5,2
10747,3,3
10747,3.5,2
10747,5,1
10806,1.5,1
10806,2,1
10806,2.5,1
10806,3,2
10806,3.5,6
10806,4,2
10821,2.5,4
10821,3,1
10821,4,1
11000,2,1
11000,3,4
11000,4,2
11071,0.5,1
11071,2,1
11071,2.5,2
11071,3,7
11071,3.5,10
11071,4,7
11071,4.5,2
11071,5,3
11130,0.5,5
11130,1.5,1
11130,2,3
11130,2.5,2
11130,3,13
11130,3.5,9
11130,4,7
11130,4.5,5
11130,5,3
11237,0.5,6
11237,1.5,2
11237,2,5
11237,2.5,4
11237,3,24
11237,3.5,14
11237,4,17
11237,4.5,6
11237,5,4
11293,1.5,2
11293,3,3
11293,4,1
11358,2.5,1
11358,3,2
11358,4,1
11387,1,1
11387,1.5,2
11387,2,2
11387,2.5,5
11387,3,9
11387,3.5,15
11387,4,17
11387,4.5,4
11387,5,6
11439,0.5,2
11439,2,1
11439,2.5,3
11439,3,6
11439,3.5,10
11439,4,11
11439,4.5,2
11439,5,2
11508,0.5,1
11508,1.5,1
11508,2.5,2
11508,3,6
11508,3.5,13
11508,4,13
11508,4.5,2
11508,5,2
11541,0.5,2
11541,1,1
11541,2.5,2
11541,3,10
11541,3.5,17
11541,4,35
11541,4.5,10
11541,5,12
11565,0.5,1
11565,2,1
11565,3,1
11565,3.5,8
11565,4,3
11565,5,1
11652,0.5,2
11652,2,5
11652,2.5,4
11652,3,8
11652,3.5,1
11652,4,4
11652,4.5,1
11652,5,2
11656,1,1
11656,2.5,1
11656,3,3
11656,3.5,12
11656,4,17
11656,4.5,7
11656,5,4
11723,0.5,1
11723,3,1
11841,0.5,1
11841,1.5,3
11841,2,2
11841,2.5,2
11841,3,8
11841,3.5,15
11841,4,12
11841,4.5,8
11841,5,7
11870,2,2
11870,3,4
11870,3.5,4
11870,4,2
11870,4.5,2
11870,5,2
11904,0.5,1
11904,3,4
11904,3.5,3
11904,4.5,1
11908,2,1
11908,3,1
11908,3.5,1
11908,4,1
11909,0.5,1
11909,1.5,1
11960,1,1
11960,2,1
11960,3,1
11960,3.5,5
11960,4,1
11960,5,1
11979,3,1
11979,3.5,1
11979,4,3
11984,0.5,1
11984,1,2
11984,1.5,1
11984,2.5,4
11984,3,6
11984,3.5,9
11984,4,12
11984,4.5,4
11984,5,4
12190,2.5,2
12190,3,5
12190,3.5,3
12224,0.5,1
12224,1.5,1
12224,2,1
12224,2.5,3
12224,3,9
12224,3.5,14
12224,4,20
12224,4.5,3
12224,5,5
12255,2,3
12255,3,10
12255,3.5,9
12255,4,6
12255,4.5,1
12255,5,2
12304,0.5,2
12304,2,1
12304,2.5,1
12304,3,5
12304,3.5,5
12304,4,3
12304,4.5,1
12349,0.5,11
12349,1,20
12349,1.5,5
12349,2,40
12349,2.5,35
12349,3,146
12349,3.5,169
12349,4,417
12349,4.5,232
12349,5,292
12364,0.5,2
12364,1,4
12364,1.5,2
12364,2,9
12364,2.5,10
12364,3,11
12364,3.5,17
12364,4,37
12364,4.5,21
12364,5,18
12486,3,1
12486,4,1
12494,0.5,1
12494,1,1
12494,2,1
12494,2.5,1
12494,3,8
12494,3.5,13
12494,4,13
12494,4.5,5
12494,5,2
12512,3,3
12532,0.5,3
12532,2,1
12532,2.5,1
12532,3,9
12532,3.5,10
12532,4,7
12532,4.5,4
12532,5,6
12543,2,3
12543,2.5,2
12543,3,14
12543,3.5,12
12543,4,4
12543,4.5,2
12543,5,2
12570,0.5,1
12570,1,2
12570,2.5,4
12570,3,15
12570,3.5,9
12570,4,13
12570,4.5,2
12570,5,8
12675,0.5,1
12675,2,2
12675,2.5,3
12675,3,3
12675,3.5,1
12675,4,1
12675,5,1
12752,2,1
12752,3,1
12752,3.5,1
12752,4,1
12752,5,1
12763,0.5,1
12763,1,1
12763,3.5,3
12763,4,2
12763,4.5,1
12945,2,1
12945,3,11
12945,3.5,6
12945,4,2
12945,4.5,1
12945,5,1
13025,0.5,4
13025,2,3
13025,2.5,5
13025,3,6
13025,3.5,17
13025,4,18
13025,4.5,4
13025,5,5
13059,2,1
13059,4.5,1
13075,1.5,1
13075,2,1
13075,3,3
13075,3.5,4
13075,4,2
13086,0.5,3
13086,1,9
13086,1.5,5
13086,2,4
13086,2.5,6
13086,3,24
13086,3.5,23
13086,4,45
13086,4.5,26
13086,5,26
13099,2.5,2
13099,3,4
13099,3.5,10
13099,4,1
13099,4.5,3
13099,5,1
13140,0.5,1
13140,1,1
13140,2,3
13140,3,7
13140,3.5,13
13140,4,9
13140,4.5,8
13140,5,5
13158,1,1
13158,2,2
13158,2.5,1
13158,3,8
13158,3.5,3
13158,4,1
13158,4.5,1
13158,5,3
13201,1.5,1
13201,2,1
13201,2.5,2
13201,3,2
13201,3.5,3
13201,4,2
13201,5,2
13257,0.5,4
13257,1,2
13257,1.5,3
13257,2,2
13257,2.5,12
13257,3,30
13257,3.5,27
13257,4,44
13257,4.5,18
13257,5,16
13367,2.5,2
13367,3,1
13372,0.5,1
13372,2,1
13372,2.5,1
13372,3,2
13372,3.5,1
13422,0.5,1
13422,2,1
13422,2.5,2
13422,3,7
13422,3.5,6
13422,4,2
13422,4.5,3
13422,5,2
13427,0.5,3
13427,1.5,1
13427,2,5
13427,2.5,7
13427,3,35
13427,3.5,32
13427,4,56
13427,4.5,29
13427,5,21
13442,0.5,34
13442,1,59
13442,1.5,24
13442,2,145
13442,2.5,95
13442,3,615
13442,3.5,402
13442,4,1301
13442,4.5,363
13442,5,930
13496,2,3
13496,3,1
13496,3.5,3
13496,4.5,1
13496,5,1
13556,0.5,1
13556,1,1
13556,1.5,1
13556,2.5,2
13556,3,3
13556,3.5,10
13556,4,8
13556,4.5,3
13556,5,2
13579,0.5,2
13579,3,3
13579,3.5,2
13626,1,1
13626,1.5,1
13626,2,2
13626,3,6
13626,3.5,4
13626,4,2
13626,4.5,1
13626,5,1
13662,2,1
13662,3,2
13662,3.5,1
13662,4,2
13688,2,1
13688,2.5,1
13688,3,3
13858,1,2
13858,2,2
13858,2.5,1
13858,3,7
13858,3.5,7
13858,4,4
13858,4.5,3
13858,5,2
14109,0.5,1
14109,3,2
14109,3.5,4
14109,4,1
14142,0.5,6
14142,2,5
14142,2.5,6
14142,3,23
14142,3.5,20
14142,4,17
14142,4.5,9
14142,5,5
14218,2.5,2
14218,3,7
14218,3.5,12
14218,4,3
14218,4.5,1
14218,5,2
14341,0.5,7
14341,1,2
14341,1.5,2
14341,2,4
14341,2.5,7
14341,3,32
14341,3.5,52
14341,4,72
14341,4.5,47
14341,5,34
14358,0.5,1
14358,2.5,2
14358,3,4
14358,3.5,9
14358,4,3
14358,4.5,4
14417,2.5,2
14417,3,1
14417,3.5,3
14417,4,3
14417,4.5,1
14429,0.5,10
14429,1,4
14429,1.5,3
14429,2,10
14429,2.5,11
14429,3,35
14429,3.5,55
14429,4,165
14429,4.5,81
14429,5,78
14463,2.5,1
14463,3.5,1
14497,0.5,1
14497,3,2
14497,3.5,1
14497,4,2
14532,1,1
14532,1.5,1
14532,2.5,2
14532,3,2
14532,3.5,5
14532,4,1
14532,4.5,5
14532,5,2
14538,0.5,2
14538,1,8
14538,1.5,1
14538,2,5
14538,2.5,3
14538,3,27
14538,3.5,8
14538,4,33
14538,4.5,10
14538,5,22
14586,2.5,1
14586,3,3
14586,3.5,3
14611,2.5,1
14611,3,3
14611,3.5,5
14611,4.5,1
14611,5,1
14624,0.5,4
14624,1,4
14624,2,7
14624,2.5,6
14624,3,11
14624,3.5,15
14624,4,21
14624,4.5,4
14624,5,10
14646,0.5,1
14646,1.5,1
14646,2,1
14646,2.5,6
14646,3,16
14646,3.5,3
14646,4,3
14646,4.5,1
14646,5,4
14672,3,2
14770,3,2
14770,3.5,1
14872,0.5,1
14872,1.5,1
14872,2,1
14872,2.5,4
14872,3,2
14872,3.5,5
14872,4,7
14872,5,3
14945,0.5,1
14945,2.5,1
14945,3,3
14945,3.5,10
14945,4,6
14945,4.5,6
14945,5,1
14972,0.5,2
14972,1,1
14972,1.5,1
14972,3,4
14972,3.5,7
14972,4,3
14972,4.5,3
14972,5,3
15016,2,1
15016,2.5,1
15016,3,2
15016,3.5,6
15016,4,5
15016,4.5,1
15036,3,2
15039,0.5,1
15039,2,1
15039,2.5,2
15039,3.5,2
15039,4,4
15064,0.5,5
15064,1,12
15064,1.5,4
15064,2,7
15064,2.5,7
15064,3,35
15064,3.5,45
15064,4,87
15064,4.5,54
15064,5,57
15119,2,1
15119,3,1
15119,3.5,2
15119,4.5,2
15136,1,1
15136,2.5,2
15136,3,3
15136,3.5,1
15136,4,5
15136,4.5,1
15136,5,3
15152,3,1
15152,3.5,1
15152,4,1
15163,0.5,9
15163,1,1
15163,1.5,2
15163,2,5
15163,2.5,2
15163,3,26
15163,3.5,42
15163,4,79
15163,4.5,41
15163,5,37
15167,1,1
15167,2,1
15167,2.5,2
15167,3,2
15167,3.5,2
15167,4.5,1
15174,0.5,1
15174,2.5,2
15174,3,1
15174,3.5,9
15174,4,15
15174,4.5,5
15174,5,4
15175,0.5,1
15175,2.5,1
15175,3,5
15175,3.5,11
15175,4,17
15175,4.5,5
15175,5,9
15202,0.5,3
15202,2,1
15202,2.5,1
15202,3,8
15202,3.5,3
15202,4,4
15202,4.5,2
15202,5,3
15213,3,1
15213,3.5,2
15324,0.5,20
15324,1,5
15324,1.5,3
15324,2,10
15324,2.5,14
15324,3,45
15324,3.5,93
15324,4,164
15324,4.5,124
15324,5,117
15361,0.5,1
15361,2,4
15361,2.5,4
15361,3,12
15361,3.5,10
15361,4,13
15361,4.5,8
15361,5,7
15400,0.5,2
15400,1,2
15400,1.5,2
15400,2,2
15400,2.5,7
15400,3,22
15400,3.5,45
15400,4,61
15400,4.5,27
15400,5,15
15493,0.5,1
15493,3,1
15493,3.5,1
15493,4,1
15532,0.5,2
15532,2,2
15532,2.5,1
15532,3,15
15532,3.5,19
15532,4,20
15532,4.5,9
15532,5,12
15589,1.5,1
15624,0.5,3
15624,2.5,1
15624,3,6
15624,3.5,4
15624,4,18
15624,4.5,7
15624,5,4
15648,0.5,26
15648,1,45
15648,1.5,16
15648,2,69
15648,2.5,60
15648,3,265
15648,3.5,234
15648,4,581
15648,4.5,210
15648,5,469
15684,0.5,1
15684,3,1
15687,3,3
15687,3.5,2
15693,0.5,4
15693,1,15
15693,1.5,4
15693,2,19
15693,2.5,3
15693,3,19
15693,3.5,5
15693,4,4
15693,5,1
15758,3,1
15758,3.5,1
15758,4,1
15758,4.5,1
15801,0.5,1
15801,3,1
15801,3.5,1
15841,0.5,5
15841,1.5,4
15841,2,3
15841,2.5,4
15841,3,9
15841,3.5,31
15841,4,40
15841,4.5,20
15841,5,7
15842,2,1
15842,2.5,1
15842,3,2
15842,3.5,1
15863,0.5,2
15863,1,16
15863,2,7
15863,2.5,5
15863,3,47
15863,3.5,20
15863,4,80
15863,4.5,11
15863,5,44
15864,0.5,25
15864,1,28
15864,1.5,13
15864,2,57
15864,2.5,32
15864,3,224
15864,3.5,239
15864,4,757
15864,4.5,331
15864,5,652
15881,0.5,6
15881,1,3
15881,2,3
15881,2.5,11
15881,3,18
15881,3.5,36
15881,4,46
15881,4.5,30
15881,5,46
16004,0.5,1
16004,1,1
16004,3,1
16004,3.5,2
16004,4,3
16004,5,1
16013,0.5,1
16013,3,1
16013,3.5,2
16013,4.5,1
16022,4,1
16029,1,1
16029,2.5,1
16029,3,3
16029,3.5,5
16029,4,3
16029,5,4
16039,0.5,2
16039,1,23
16039,1.5,2
16039,2,42
16039,2.5,17
16039,3,95
16039,3.5,33
16039,4,87
16039,4.5,10
16039,5,26
16104,2.5,1
16104,3,1
16104,3.5,3
16104,4,1
16104,5,2
16123,2.5,1
16123,3,6
16123,3.5,3
16201,3,1
16201,3.5,2
16226,3,1
16226,3.5,1
16230,1,2
16230,2,2
16230,2.5,4
16230,3,4
16230,3.5,1
16230,4.5,1
16332,0.5,8
16332,1,1
16332,2,4
16332,2.5,11
16332,3,19
16332,3.5,39
16332,4,62
16332,4.5,39
16332,5,36
16473,2.5,4
16473,3,4
16473,4,3
16473,4.5,1
16473,5,1
16481,3,2
16481,3.5,2
16481,4.5,1
16481,5,1
16544,0.5,2
16544,1,2
16544,1.5,1
16544,2,8
16544,2.5,5
16544,3,15
16544,3.5,7
16544,4,13
16544,4.5,10
16544,5,8
16630,0.5,1
16630,1,8
16630,2,6
16630,2.5,3
16630,3,25
16630,3.5,4
16630,4,31
16630,4.5,2
16630,5,21
16640,1,5
16640,2,3
16640,2.5,1
16640,3,5
16640,4,5
16640,4.5,1
16640,5,2
16654,1.5,1
16654,2,4
16654,2.5,5
16654,3,4
16654,3.5,6
16654,4,15
16654,4.5,6
16654,5,3
16655,2.5,1
16655,3,5
16655,4,1
16669,3,1
16669,4,2
16672,2.5,1
16690,2.5,1
16847,0.5,9
16847,1,7
16847,1.5,1
16847,2,12
16847,2.5,12
16847,3,29
16847,3.5,60
16847,4,71
16847,4.5,69
16847,5,62
16884,2,1
16884,3,3
16884,3.5,5
16884,4,6
16884,5,1
16895,0.5,2
16895,2,1
16895,3,2
16895,3.5,1
16895,4,4
16895,4.5,1
16914,1.5,1
16914,2,1
16914,2.5,1
16914,3,1
16914,3.5,1
16939,2.5,2
16939,4,1
17048,0.5,3
17048,1,3
17048,2,1
17048,2.5,3
17048,3,7
17048,3.5,10
17048,4,4
17048,4.5,2
17048,5,3
17075,0.5,4
17075,1,8
17075,1.5,4
17075,2,11
17075,2.5,6
17075,3,59
17075,3.5,32
17075,4,94
17075,4.5,13
17075,5,24
17119,0.5,1
17119,3,1
17119,3.5,3
17119,4,2
17128,0.5,1
17128,2,2
17128,2.5,2
17128,3,1
17128,3.5,5
17128,4,3
17128,4.5,5
17136,0.5,48
17136,1,78
17136,1.5,30
17136,2,202
17136,2.5,122
17136,3,757
17136,3.5,557
17136,4,1943
17136,4.5,719
17136,5,1598
17162,2,1
17162,3,2
17162,3.5,3
17162,5,3
17350,0.5,1
17350,1,17
17350,1.5,2
17350,2,19
17350,2.5,5
17350,3,62
17350,3.5,12
17350,4,66
17350,4.5,4
17350,5,21
17376,0.5,1
17376,3.5,1
17376,4,2
17416,0.5,1
17416,1,7
17416,1.5,1
17416,2,7
17416,2.5,3
17416,3,16
17416,3.5,3
17416,4,27
17416,4.5,1
17416,5,7
17423,1,3
17423,2,3
17423,2.5,4
17423,3,3
17423,3.5,1
17423,4,12
17423,4.5,1
17437,1,1
17437,3,3
17437,4,2
17448,2,2
17448,2.5,2
17448,3,4
17448,3.5,4
17448,4,2
17449,1.5,1
17449,3,3
17449,3.5,2
17463,0.5,2
17463,1.5,5
17463,2.5,2
17463,3,2
17463,3.5,3
17463,4,6
17463,4.5,1
17463,5,2
17534,3.5,3
17534,4,1
17540,3.5,2
17540,4,1
17567,0.5,1
17567,1.5,1
17567,3.5,3
17668,0.5,1
17668,1,1
17668,1.5,3
17668,2.5,4
17668,3,18
17668,3.5,20
17668,4,15
17668,4.5,6
17668,5,6
17739,0.5,4
17739,2,2
17739,3,10
17739,3.5,15
17739,4,6
17739,4.5,4
17739,5,3
17743,3,3
17743,3.5,2
17743,4,1
17743,4.5,2
17750,0.5,1
17750,1,1
17750,2.5,2
17750,3,1
17750,3.5,3
17750,4,2
17750,4.5,1
17765,0.5,2
17765,1,3
17765,1.5,1
17765,2,8
17765,2.5,6
17765,3,21
17765,3.5,27
17765,4,34
17765,4.5,17
17765,5,11
17825,0.5,2
17825,1,4
17825,1.5,3
17825,2,4
17825,2.5,1
17825,3,6
17825,4,1
17843,1,4
17843,1.5,2
17843,2,10
17843,2.5,5
17843,3,5
17843,3.5,7
17843,4,5
17918,3,1
17918,3.5,2
17925,0.5,43
17925,1,38
17925,1.5,11
17925,2,53
17925,2.5,44
17925,3,211
17925,3.5,187
17925,4,709
17925,4.5,322
17925,5,859
17961,2,1
17961,3,2
17961,3.5,4
17961,4.5,2
17961,5,1
18033,0.5,3
18033,2,4
18033,2.5,7
18033,3,14
18033,3.5,16
18033,4,17
18033,4.5,3
18033,5,4
18054,0.5,3
18054,1,2
18054,1.5,1
18054,2.5,1
18054,3,3
18054,3.5,10
18054,4,6
18054,4.5,3
18054,5,2
18066,2,1
18066,3,4
18066,3.5,3
18066,4.5,1
18097,2,1
18097,2.5,2
18097,3,1
18097,5,1
18179,3,3
18179,3.5,1
18179,4,1
18183,1,5
18183,2,4
18183,3,5
18183,3.5,4
18183,4,8
18183,4.5,1
18183,5,5
18192,0.5,1
18192,1,3
18192,2,1
18192,2.5,2
18192,3,1
18192,3.5,7
18192,4,9
18192,4.5,11
18192,5,3
18217,0.5,4
18217,2,3
18217,2.5,3
18217,3,11
18217,3.5,17
18217,4,16
18217,4.5,9
18217,5,9
18218,3,1
18218,3.5,2
18253,3.5,1
18328,0.5,3
18328,1,5
18328,1.5,3
18328,2,8
18328,2.5,5
18328,3,23
18328,3.5,10
18328,4,19
18328,4.5,2
18328,5,10
18379,0.5,4
18379,1,1
18379,1.5,1
18379,2,1
18379,2.5,2
18379,3,1
18379,3.5,8
18379,4,6
18379,4.5,6
18379,5,3
18440,2.5,1
18440,3,2
18451,1.5,1
18451,3,2
18451,3.5,2
18451,4.5,3
18451,5,1
18455,0.5,20
18455,1,4
18455,1.5,2
18455,2,16
18455,2.5,23
18455,3,47
18455,3.5,79
18455,4,157
18455,4.5,123
18455,5,160
18471,3,2
18471,3.5,7
18515,1,1
18515,3,3
18523,0.5,1
18523,1.5,1
18523,2,1
18523,2.5,1
18523,3,1
18523,3.5,2
18523,4,2
18526,0.5,1
18526,1,3
18526,2,1
18526,2.5,2
18526,3,8
18526,3.5,16
18526,4,7
18526,4.5,6
18526,5,1
18528,0.5,6
18528,1,1
18528,1.5,1
18528,2,2
18528,2.5,6
18528,3,8
18528,3.5,22
18528,4,32
18528,4.5,12
18528,5,8
18530,3,1
18530,3.5,2
18578,0.5,4
18578,1,8
18578,2,14
18578,2.5,7
18578,3,82
18578,3.5,31
18578,4,115
18578,4.5,16
18578,5,63
18618,3,1
18618,3.5,1
18737,0.5,3
18737,1,2
18737,2,9
18737,2.5,8
18737,3,22
18737,3.5,37
18737,4,67
18737,4.5,35
18737,5,35
18742,0.5,5
18742,1.5,2
18742,2,4
18742,2.5,6
18742,3,21
18742,3.5,41
18742,4,69
18742,4.5,39
18742,5,29
18756,0.5,2
18756,1,4
18756,2,4
18756,2.5,4
18756,3,2
18756,3.5,2
18756,4,1
18770,0.5,1
18770,1,1
18770,1.5,2
18770,2.5,3
18770,3,11
18770,3.5,6
18770,4,16
18770,4.5,2
18770,5,2
18773,0.5,10
18773,1,10
18773,1.5,1
18773,2,7
18773,2.5,9
18773,3,37
18773,3.5,50
18773,4,183
18773,4.5,80
18773,5,74
18839,0.5,4
18839,1.5,1
18839,2,1
18839,2.5,3
18839,3,8
18839,3.5,13
18839,4,12
18839,4.5,3
18839,5,4
18876,0.5,1
18876,1,3
18876,2,5
18876,2.5,7
18876,3,13
18876,3.5,1
18876,4,4
18876,5,2
18909,0.5,1
18909,3.5,1
18909,4,4
18972,3,1
18972,3.5,1
18972,4,1
19074,2.5,1
19074,3,3
19074,3.5,5
19074,4,4
19074,5,1
19109,0.5,2
19109,1.5,1
19109,3,2
19109,3.5,3
19109,4,7
19109,4.5,3
19109,5,1
19130,0.5,3
19130,1,1
19130,2.5,1
19130,3,12
19130,3.5,11
19130,4,13
19130,4.5,5
19130,5,6
19195,1.5,1
19195,2,2
19195,3,2
19195,3.5,2
19195,4,2
19225,2,1
19225,2.5,1
19225,3,2
19237,2,2
19237,3,2
19237,3.5,4
19237,4,1
19237,4.5,1
19254,0.5,31
19254,1,12
19254,1.5,6
19254,2,24
19254,2.5,35
19254,3,67
19254,3.5,138
19254,4,227
19254,4.5,169
19254,5,308
19258,3,3
19258,4,3
19286,2,1
19286,3,8
19286,3.5,4
19286,4,4
19286,4.5,1
19286,5,1
19304,3.5,1
19304,4,1
19304,5,1
19344,2.5,1
19344,3,1
19344,3.5,1
19344,4,3
19400,2.5,1
19400,3,2
19400,3.5,2
19412,0.5,1
19412,2,1
19412,3,4
19412,3.5,11
19412,4,5
19412,4.5,2
19412,5,1
19415,0.5,1
19415,2,1
19415,2.5,3
19415,3,2
19415,3.5,9
19415,4,3
19415,4.5,3
19415,5,2
19421,0.5,8
19421,1,1
19421,1.5,2
19421,2,4
19421,2.5,9
19421,3,44
19421,3.5,70
19421,4,134
19421,4.5,60
19421,5,58
19422,0.5,10
19422,1,79
19422,1.5,5
19422,2,113
19422,2.5,28
19422,3,350
19422,3.5,85
19422,4,357
19422,4.5,42
19422,5,213
19429,1,1
19429,2.5,1
19429,3,3
19429,3.5,4
19429,4,5
19429,4.5,1
19429,5,1
19532,3.5,1
19558,2,1
19558,3,3
19558,3.5,2
19558,4,3
